NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Phases,Funder Type,Study Type,Results First Posted
NCT02966509,Engagement of Patients With Advanced Cancer,https://clinicaltrials.gov/study/NCT02966509,COMPLETED,YES,End of Life|Advanced Cancer|Lung Neoplasm|Gastric Cancer|Colon Cancer|Glioblastoma Multiforme|Head and Neck Neoplasms|Rectum Cancer|Melanoma|Kidney Cancer|Prostate Cancer|Testicular Neoplasms|Liver Cancer|Cancer of Unknown Origin,BEHAVIORAL: EPAC,NA,OTHER,INTERVENTIONAL,1/4/2017
NCT02083679,Sym004 in Subjects With Stage IV Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02083679,TERMINATED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Part 1: Sym004 6 mg/kg + Cisplatin/Gemcitabine|DRUG: Part 1: Sym004 6 mg/kg + Cisplatin/Pemetrexed|DRUG: Part 1: Sym004 6 mg/kg + Carboplatin/Paclitaxel|DRUG: Part 1: Sym004 6/12 mg/kg + Carboplatin/Paclitaxel,PHASE1,INDUSTRY,INTERVENTIONAL,8/29/2016
NCT00887315,The Synergistic Metastases Annihilation With Radiotherapy and Docetaxel (Taxotere) [SMART] Trial for Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT00887315,TERMINATED,YES,Non-small Cell Lung Cancer,DRUG: Docetaxel and cisplatin|RADIATION: Docetaxel and cisplatin Plus Hypofractionated Radiotherapy,PHASE2,OTHER,INTERVENTIONAL,6/24/2013
NCT01880515,Tetracycline as a Prophylaxis for Rash in Patients With NSCLC Receiving Treatment With BIBW2992 (Afatinib),https://clinicaltrials.gov/study/NCT01880515,COMPLETED,YES,Skin Rash|Lung Cancer,DRUG: Tetracycline,PHASE2,OTHER,INTERVENTIONAL,6/17/2015
NCT02750215,A Study of Capmatinib (INC280) in NSCLC Patients With MET Exon 14 Alterations Who Have Received Prior MET Inhibitor,https://clinicaltrials.gov/study/NCT02750215,COMPLETED,YES,Malignant Non-small Cell Neoplasm of Lung Stage IV,DRUG: Capmatinib (INC280),PHASE2,OTHER,INTERVENTIONAL,12/16/2021
NCT04644315,A Home-Based Approach Study to Evaluate the Efficacy and Safety of Alectinib in Locally-Advanced or Metastatic ALK-Positive Solid Tumors,https://clinicaltrials.gov/study/NCT04644315,TERMINATED,YES,"Neoplasms|Colorectal Neoplasms|Melanoma|Pancreatic Neoplasms|Sarcoma|Ovarian Neoplasms|Brain Neoplasms|Thyroid Neoplasms|Neuroendocrine Tumors|Cholangiocarcinoma|Salivary Gland Neoplasms|Head and Neck Neoplasms|Thyroid Cancer, Papillary|Lymphoma, Large-Cell, Anaplastic|Neoplasms by Site|Respiratory Tract Neoplasms|Thoracic Neoplasms|Respiratory Tract Diseases|Carcinoma, Bronchogenic|Bronchial Neoplasms|Intestinal Neoplasms|Gastrointestinal Neoplasms|Digestive System Neoplasms|Digestive System Diseases|Gastrointestinal Diseases|Colonic Diseases|Intestinal Diseases|Central Nervous System",DRUG: Alectinib,PHASE2,INDUSTRY,INTERVENTIONAL,4/21/2023
NCT00238615,Phase II Docetaxel / Carboplatin / XRT + Surgical Resection in Stage III NSCLC,https://clinicaltrials.gov/study/NCT00238615,TERMINATED,YES,"Lung Cancer|Carcinoma, Non-Small-Cell Lung",DRUG: Docetaxel|DRUG: Carboplatin|PROCEDURE: Radiation therapy|PROCEDURE: Surgical resection,PHASE2,OTHER,INTERVENTIONAL,9/24/2012
NCT01021215,Zileuton With or Without Celecoxib As Chemopreventive Agents in Smokers,https://clinicaltrials.gov/study/NCT01021215,COMPLETED,YES,Tobacco Use Disorder,DRUG: Zileuton|DRUG: Celecoxib|OTHER: laboratory biomarker analysis,PHASE1|PHASE2,NIH,INTERVENTIONAL,12/17/2014
NCT00961415,AVAPERL1 Study: A Study of Avastin (Bevacizumab) With or Without Pemetrexed as Maintenance Therapy After Avastin in First Line in Patients With Non-Squamous Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00961415,COMPLETED,YES,Non-Squamous Non-Small Cell Lung Cancer,DRUG: bevacizumab [Avastin]|DRUG: cisplatin|DRUG: pemetrexed,PHASE3,INDUSTRY,INTERVENTIONAL,11/30/2015
NCT04585815,Study of Immunotherapy (Sasanlimab) in Combination With Targeted Therapies in People With Advanced Non-small Cell Lung Cancer (NSCLC) (Landscape 1011 Study),https://clinicaltrials.gov/study/NCT04585815,ACTIVE_NOT_RECRUITING,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Sasanlimab Prefilled syringe|DRUG: Encorafenib|DRUG: Binimetinib|DRUG: Sasanlimab|DRUG: Axitinib|DRUG: SEA-TGT,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,5/30/2023
NCT00876915,A Study of Dalteparin Prophylaxis in High-Risk Ambulatory Cancer Patients,https://clinicaltrials.gov/study/NCT00876915,TERMINATED,YES,Venous Thromboembolism|Pulmonary Embolism,DRUG: dalteparin injection,PHASE3,OTHER,INTERVENTIONAL,7/24/2015
NCT03989115,Dose-Esc/Exp RMC4630 & Cobi in Relapsed/Refractory Solid Tumors & RMC4630& Osi in EGFR+ Locally Adv/Meta NSCLC,https://clinicaltrials.gov/study/NCT03989115,COMPLETED,YES,Solid Tumor,DRUG: RMC-4630|DRUG: Cobimetinib|DRUG: Drug: Osimertinib,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,2/8/2023
NCT00385515,Efficacy of SNX-1012 in the Treatment of Oral Mucositis,https://clinicaltrials.gov/study/NCT00385515,COMPLETED,YES,Stomatitis|Oral Mucositis,DRUG: SNX-1012 (meclocycline sulfosalicylate)|DRUG: placebo,PHASE2,INDUSTRY,INTERVENTIONAL,1/19/2009
NCT00514215,Cryotherapy and GM-CSF in Treating Patients With Lung Metastases or Primary Lung Cancer,https://clinicaltrials.gov/study/NCT00514215,COMPLETED,YES,"Kidney Cancer|Lung Cancer|Metastatic Cancer|Unspecified Adult Solid Tumor, Protocol Specific",BIOLOGICAL: sargramostim|OTHER: flow cytometry|OTHER: immunoenzyme technique|PROCEDURE: biopsy|PROCEDURE: cryosurgery,PHASE2,OTHER,INTERVENTIONAL,2/9/2015
NCT03840915,M7824 in Combination With Chemotherapy in Stage IV Non-small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT03840915,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Cisplatin|DRUG: Carboplatin|DRUG: Pemetrexed|DRUG: Nab-paclitaxel|DRUG: Gemcitabine|DRUG: Docetaxel|DRUG: M7824|DRUG: Carboplatin|DRUG: Carboplatin|DRUG: Bintrafusp alfa|DRUG: Paclitaxel,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,7/26/2023
NCT00718315,"A Study of Verutex (Fusidic Acid), Eritex (Erythromycin) and Fisiogel in the Management of Tarceva-Associated Rash.",https://clinicaltrials.gov/study/NCT00718315,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: erlotinib [Tarceva]|DRUG: fusidic acid [Verutex]|DRUG: erythromycin [Eritex]|DRUG: Fisiogel,PHASE3,INDUSTRY,INTERVENTIONAL,1/9/2015
NCT03406715,Combination Immunotherapy-Ipilimumab-Nivolumab-Dendritic Cell p53 Vac - Patients With Small Cell Lung Cancer (SCLC),https://clinicaltrials.gov/study/NCT03406715,TERMINATED,YES,Small Cell Lung Cancer|Lung Cancer|Relapsed Small Cell Lung Cancer,DRUG: Nivolumab|DRUG: Ipilimumab|BIOLOGICAL: Dendritic Cell based p53 Vaccine,PHASE2,OTHER,INTERVENTIONAL,2/2/2023
NCT03098550,"A Study to Test the Safety and Effectiveness of Nivolumab Combined With Daratumumab in Patients With Pancreatic, Non-Small Cell Lung or Triple Negative Breast Cancers, That Have Advanced or Have Spread",https://clinicaltrials.gov/study/NCT03098550,COMPLETED,YES,Advanced Cancer,BIOLOGICAL: Nivolumab|BIOLOGICAL: Daratumumab,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,7/2/2021
NCT00423150,Phase 2 Study of Temozolomide in Pre-Selected Advanced Aerodigestive Tract Cancers (Study P04273AM2)(TERMINATED),https://clinicaltrials.gov/study/NCT00423150,TERMINATED,YES,"Colorectal Neoplasm|Head and Neck Neoplasm|Carcinoma, Non-Small-Cell Lung|Esophageal Neoplasm",DRUG: Temozolomide,PHASE2,INDUSTRY,INTERVENTIONAL,5/27/2010
NCT00949650,BIBW 2992 (Afatinib) Versus Chemotherapy as First Line Treatment in NSCLC With EGFR Mutation,https://clinicaltrials.gov/study/NCT00949650,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung|Adenocarcinoma",DRUG: Pemetrexed|DRUG: BIBW 2992|DRUG: Cisplatin,PHASE3,INDUSTRY,INTERVENTIONAL,8/8/2013
NCT00363415,Study of Pemetrexed and Carboplatin Compared With Etoposide Carboplatin to Treat Extensive-Stage Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00363415,COMPLETED,YES,Small Cell Lung Cancer,DRUG: pemetrexed|DRUG: etoposide|DRUG: carboplatin,PHASE3,INDUSTRY,INTERVENTIONAL,6/5/2009
NCT00753415,A Study of V934/V935 Vaccine in Cancer Participants With Selected Solid Tumors (V934-002),https://clinicaltrials.gov/study/NCT00753415,COMPLETED,YES,Non-Small Cell Lung Carcinoma|Breast Cancer|Melanoma|Upper GI Tract Carcinoma|Colon Carcinoma|Renal Cell Carcinoma|Bladder Carcinoma|Prostate Cancer,BIOLOGICAL: V935|BIOLOGICAL: V934-EP,PHASE1,INDUSTRY,INTERVENTIONAL,3/19/2014
NCT02340715,Advanced MRI Sequences for Radiation Therapy Treatment Planning,https://clinicaltrials.gov/study/NCT02340715,COMPLETED,YES,Cancer,,,OTHER,OBSERVATIONAL,5/22/2017
NCT02179515,Safety and Tolerability of a Modified Vaccinia Ankara (MVA)-Based Vaccine Modified to Express Brachyury and T-cell Costimulatory Molecules (MVA-Brachyury-TRICOM),https://clinicaltrials.gov/study/NCT02179515,COMPLETED,YES,Lung Cancer|Breast Cancer|Prostate Cancer|Tumors (Others)|Ovarian Cancer,BIOLOGICAL: MVA-brachyury- TRICOM,PHASE1,NIH,INTERVENTIONAL,12/15/2020
NCT01696968,Screening for Lung Cancer in Older Patients (PLCO Screening Trial),https://clinicaltrials.gov/study/NCT01696968,UNKNOWN,YES,Lung Carcinoma,OTHER: Screening Questionnaire Administration|PROCEDURE: X-Ray Imaging,NA,NIH,INTERVENTIONAL,8/30/2013
NCT01199068,CS-7017 in Combination With Erlotinib in Subjects With Stage IIIb/IV Non-small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT01199068,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: CS-7017|DRUG: Erlotinib,PHASE1,INDUSTRY,INTERVENTIONAL,6/4/2020
NCT00003726,Lepirudin in Treating Patients With Recurrent or Advanced Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00003726,TERMINATED,YES,Lung Cancer,BIOLOGICAL: lepirudin,PHASE1|PHASE2,OTHER,INTERVENTIONAL,5/16/2013
NCT00141726,Study of Enbrel (Etanercept) for the Treatment Sub-Acute Pulmonary Dysfunction After Allogeneic Stem Cell Transplant,https://clinicaltrials.gov/study/NCT00141726,COMPLETED,YES,"Lung Injury, Acute|Respiratory Distress Syndrome, Adult|Bronchiolitis Obliterans",DRUG: Etanercept,PHASE2,OTHER,INTERVENTIONAL,3/12/2014
NCT00932152,Fulvestrant and Anastrozole as Consolidation Therapy in Postmenopausal Women With Advanced Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00932152,TERMINATED,YES,Non-small Cell Lung Cancer|Postmenopausal Women,DRUG: fulvestrant (Faslodex)|DRUG: anastrozole (Arimidex)|DRUG: Bevacizumab (Avastin)|DRUG: Best supportive care,PHASE2,OTHER,INTERVENTIONAL,1/14/2016
NCT02343952,Consolidation Pembrolizumab Following Chemoradiation in Patients With Inoperable/Unresectable Stage III NSCLC,https://clinicaltrials.gov/study/NCT02343952,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Pembrolizumab,PHASE2,OTHER,INTERVENTIONAL,10/22/2021
NCT03277352,INCAGN01876 in Combination With Immune Therapies in Subjects With Advanced or Metastatic Malignancies,https://clinicaltrials.gov/study/NCT03277352,TERMINATED,YES,Advanced Malignancies|Metastatic Cancer,DRUG: INCAGN01876|DRUG: Epacadostat|DRUG: Pembrolizumab,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,7/1/2021
NCT03603652,NEUWAVE Flex Microwave Ablation System in the Ablation of Primary Soft Tissue Lesions of the Lung,https://clinicaltrials.gov/study/NCT03603652,TERMINATED,YES,"Cancer of Lung|Cancer of the Lung|Lung Cancer|Neoplasms, Lung|Carcinoma, Non-Small Cell Lung|Non-Small Cell Lung Cancer|Non-Small-Cell Lung Carcinoma",DEVICE: Microwave Ablation,NA,INDUSTRY,INTERVENTIONAL,9/22/2020
NCT00253708,Massage Therapy in Treating the Symptoms of Patients With Locally Advanced or Metastatic Cancer,https://clinicaltrials.gov/study/NCT00253708,COMPLETED,YES,Cancer,PROCEDURE: management of therapy complications|PROCEDURE: massage therapy|PROCEDURE: pain therapy|PROCEDURE: psychosocial assessment and care|PROCEDURE: quality-of-life assessment,NA,OTHER,INTERVENTIONAL,3/30/2017
NCT02988817,Enapotamab Vedotin (HuMax-AXL-ADC) Safety Study in Patients With Solid Tumors,https://clinicaltrials.gov/study/NCT02988817,COMPLETED,YES,Ovarian Cancer|Cervical Cancer|Endometrial Cancer|Non Small Cell Lung Cancer (NSCLC)|Thyroid Cancer|Melanoma|Sarcoma|Solid Tumors,BIOLOGICAL: Enapotamab vedotin (HuMax-AXL-ADC),PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,11/7/2022
NCT01754909,Mitigation of Radiation Pneumonitis and Fibrosis,https://clinicaltrials.gov/study/NCT01754909,COMPLETED,YES,Lung Cancer|Radiation Pneumonitis,DRUG: Enalapril|DRUG: placebo,PHASE2,FED,INTERVENTIONAL,6/14/2019
NCT00234052,"Carboplatin, Pemetrexed Disodium, and Bevacizumab in Treating Patients With Stage IIIB, Stage IV, or Recurrent Non-Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT00234052,COMPLETED,YES,Lung Cancer,BIOLOGICAL: bevacizumab|DRUG: carboplatin|DRUG: pemetrexed,PHASE2,OTHER,INTERVENTIONAL,4/25/2019
NCT00102804,Pemetrexed and Best Supportive Care Versus Placebo and Best Supportive Care in Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT00102804,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Pemetrexed|DRUG: Placebo|OTHER: Best Supportive Care,PHASE3,INDUSTRY,INTERVENTIONAL,12/17/2014
NCT00770120,S0722: Everolimus in Treating Patients With Pleural Malignant Mesothelioma That Cannot Be Removed By Surgery,https://clinicaltrials.gov/study/NCT00770120,COMPLETED,YES,Malignant Mesothelioma,DRUG: everolimus,PHASE2,NETWORK,INTERVENTIONAL,10/26/2016
NCT00798720,Vorinostat and Bortezomib as Third-line Treatment in Advanced Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00798720,COMPLETED,YES,"Carcinoma, Non Small Cell Lung",DRUG: vorinostat|DRUG: bortezomib,PHASE2,OTHER,INTERVENTIONAL,4/28/2016
NCT01112293,Anti-TGF Monoclonal Antibody (GC1008) in Relapsed Malignant Pleural Mesothelioma,https://clinicaltrials.gov/study/NCT01112293,COMPLETED,YES,Pleural Malignant Mesothelioma,DRUG: GC1008,PHASE2,OTHER,INTERVENTIONAL,7/26/2019
NCT00438204,"Pemetrexed Disodium, Gemcitabine, and Bevacizumab in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT00438204,TERMINATED,YES,Lung Cancer,BIOLOGICAL: bevacizumab|DRUG: gemcitabine hydrochloride|DRUG: pemetrexed disodium,PHASE2,OTHER,INTERVENTIONAL,6/4/2014
NCT02304406,Retrospective Epidemiology Study Of ALK Rearrangement In Non-Small Cell Lung Cancer Patients In The Middle East & North Africa,https://clinicaltrials.gov/study/NCT02304406,COMPLETED,YES,Non-small Cell Lung Cancer,,,INDUSTRY,OBSERVATIONAL,1/24/2019
NCT01642004,Study of BMS-936558 (Nivolumab) Compared to Docetaxel in Previously Treated Advanced or Metastatic Squamous Cell Non-small Cell Lung Cancer (NSCLC) (CheckMate 017),https://clinicaltrials.gov/study/NCT01642004,COMPLETED,YES,Squamous Cell Non-small Cell Lung Cancer,BIOLOGICAL: Nivolumab|DRUG: Docetaxel,PHASE3,INDUSTRY,INTERVENTIONAL,2/19/2016
NCT00281827,"Carboplatin, Gemcitabine, and Thalidomide in Patients Undergoing Surgery for Stage II or III Non-Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT00281827,TERMINATED,YES,Lung Cancer,DRUG: carboplatin|DRUG: gemcitabine hydrochloride|DRUG: thalidomide|PROCEDURE: conventional surgery,PHASE2,OTHER,INTERVENTIONAL,6/23/2009
NCT02054104,"Adjuvant Tumor Lysate Vaccine and Iscomatrix With or Without Metronomic Oral Cyclophosphamide and Celecoxib in Patients With Malignancies Involving Lungs, Esophagus, Pleura, or Mediastinum",https://clinicaltrials.gov/study/NCT02054104,TERMINATED,YES,Thoracic Sarcomas|Thorasic Cancers|Cancers of Non-thoracic Origin With Metastases to the Lungs or Pleura|Sarcoma|Melanoma,BIOLOGICAL: H1299 cell lysates|DRUG: Cyclophosphamide|DRUG: Celecoxib|BIOLOGICAL: Iscomatrix adjuvant,PHASE1|PHASE2,NIH,INTERVENTIONAL,10/15/2021
NCT01076504,A Trial of Amrubicin and Carboplatin With Pegfilgrastim in Patients With Extensive-Stage Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01076504,COMPLETED,YES,Extensive-Stage Small Cell Lung Cancer,DRUG: Amrubicin|DRUG: Carboplatin|DRUG: Pegfilgrastim,PHASE2,OTHER,INTERVENTIONAL,4/30/2015
NCT01829217,Sunitinib in Never-Smokers With Lung Adenocarcinoma,https://clinicaltrials.gov/study/NCT01829217,COMPLETED,YES,Lung Cancer,DRUG: Sunitinib,PHASE2,OTHER,INTERVENTIONAL,1/30/2018
NCT03215706,A Study of Nivolumab and Ipilimumab Combined With Chemotherapy Compared to Chemotherapy Alone in First Line NSCLC,https://clinicaltrials.gov/study/NCT03215706,ACTIVE_NOT_RECRUITING,YES,Non-Small Cell Lung Cancer,BIOLOGICAL: Ipilimumab|BIOLOGICAL: Nivolumab|DRUG: Carboplatin|DRUG: Paclitaxel|DRUG: Pemetrexed|DRUG: Cisplatin,PHASE3,INDUSTRY,INTERVENTIONAL,8/15/2020
NCT03300817,MUC1 Vaccine in Preventing Lung Cancer in Current and Former Smokers at High Risk for Lung Cancer,https://clinicaltrials.gov/study/NCT03300817,ACTIVE_NOT_RECRUITING,YES,Lung Carcinoma,OTHER: Laboratory Biomarker Analysis|BIOLOGICAL: MUC1 Peptide-Poly-ICLC Vaccine,PHASE1,NIH,INTERVENTIONAL,11/25/2022
NCT00894127,Sputum Labeling Utilizing Synthetic Meso Tetra (4-Carboxyphenyl) Porphine (TCPP) for Detection of Lung Cancer,https://clinicaltrials.gov/study/NCT00894127,COMPLETED,YES,Lung Cancer,DEVICE: CyPath,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,8/19/2014
NCT00368927,Sulindac in Preventing Lung Cancer in Current or Former Smokers With Bronchial Dysplasia,https://clinicaltrials.gov/study/NCT00368927,COMPLETED,YES,Precancerous Condition|Stage I Non-small Cell Lung Cancer|Tobacco Use Disorder,DRUG: sulindac|OTHER: placebo,PHASE2,NIH,INTERVENTIONAL,11/14/2013
NCT02008227,A Study of Atezolizumab Compared With Docetaxel in Participants With Locally Advanced or Metastatic Non-Small Cell Lung Cancer Who Have Failed Platinum-Containing Therapy,https://clinicaltrials.gov/study/NCT02008227,COMPLETED,YES,Non-Squamous Non-Small Cell Lung Cancer,DRUG: Atezolizumab|DRUG: Docetaxel,PHASE3,INDUSTRY,INTERVENTIONAL,5/8/2017
NCT03090737,Safety Study of Nivolumab to Treat Advanced or Metastatic Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT03090737,COMPLETED,YES,Non-Small Cell Lung Cancer,BIOLOGICAL: Nivolumab,PHASE2,INDUSTRY,INTERVENTIONAL,2/15/2022
NCT02213133,Selinexor Treatment of Advanced Relapsed/Refractory Squamous Cell Carcinomas,https://clinicaltrials.gov/study/NCT02213133,TERMINATED,YES,Squamous Cell Carcinoma,DRUG: Selinexor (KPT-330),PHASE2,INDUSTRY,INTERVENTIONAL,11/6/2020
NCT01676714,Study of Dovitinib and Biomarkers in Advanced Non-Small Cell Lung Cancer or Advanced Colorectal Cancer,https://clinicaltrials.gov/study/NCT01676714,COMPLETED,YES,Non-Small Cell Lung Cancer|Colorectal Cancer,DRUG: Dovitinib,PHASE2,OTHER,INTERVENTIONAL,3/17/2017
NCT01524783,Everolimus Plus Best Supportive Care vs Placebo Plus Best Supportive Care in the Treatment of Patients With Advanced Neuroendocrine Tumors (GI or Lung Origin),https://clinicaltrials.gov/study/NCT01524783,COMPLETED,YES,Advanced NET of GI Origin|Advanced NET of Lung Origin|Neuroendocrine Tumors,DRUG: Everolimus|DRUG: Placebo|OTHER: Best suportive care (BSC),PHASE3,INDUSTRY,INTERVENTIONAL,3/26/2016
NCT02967133,A Study of Nivolumab +/- Nab-paclitaxel in Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02967133,TERMINATED,YES,"Non-Small-Cell Lung Cancer Metastatic|Non-Small Cell Carcinoma of Lung, TNM Stage 4|Nonsmall Cell Lung Cancer|Non Small Cell Lung Cancer Recurrent",DRUG: Nivolumab|DRUG: nab-paclitaxel,PHASE2,OTHER,INTERVENTIONAL,7/12/2022
NCT01211483,Study of Erlotinib With or Without Investigational Drug (U3-1287) in Subjects With Advanced Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01211483,COMPLETED,YES,NSCLC (Advanced Non-small Cell Lung Cancer),DRUG: U3-1287|DRUG: Erlotinib|DRUG: Placebo,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,11/4/2020
NCT00290537,Phase II Study of ZD6474 in Advanced NSCLC,https://clinicaltrials.gov/study/NCT00290537,TERMINATED,YES,Lung Cancer,DRUG: ZD6474|DRUG: Carboplatin|DRUG: Paclitaxel,PHASE2,OTHER,INTERVENTIONAL,3/18/2009
NCT02959437,Azacitidine Combined With Pembrolizumab and Epacadostat in Subjects With Advanced Solid Tumors (ECHO-206),https://clinicaltrials.gov/study/NCT02959437,TERMINATED,YES,Solid Tumors|Advanced Malignancies|Metastatic Cancer,DRUG: Azacitidine|DRUG: Pembrolizumab|DRUG: Epacadostat|DRUG: INCB057643|DRUG: Pembrolizumab|DRUG: Epacadostat|DRUG: INCB059872,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,2/14/2020
NCT02495233,A Study of ASP2215 in Combination With Erlotinib in Subjects With Epidermal Growth Factor Receptor (EGFR) Activating Mutation-Positive (EGFRm+) Advanced Non-Small-Cell Lung Cancer (NSCLC) Who Have Acquired Resistance to an EGFR Tyrosine Kinase Inhibitor (TKI),https://clinicaltrials.gov/study/NCT02495233,TERMINATED,YES,Non-Small-Cell Lung Cancer,DRUG: Gilteritinib|DRUG: Erlotinib,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,12/10/2018
NCT02611037,"Transarterial Chemoperfusion: Cisplatin, Methotrexate, Gemcitabine for Unresectable Pleural Mesothelioma",https://clinicaltrials.gov/study/NCT02611037,ACTIVE_NOT_RECRUITING,YES,Malignant Pleural Mesothelioma|Mesothelioma,DRUG: Cisplatin|DRUG: Methotrexate|DRUG: Gemcitabine|OTHER: Lung Cancer Symptom Scale for Mesothelioma Questionnaire,PHASE2,OTHER,INTERVENTIONAL,10/14/2022
NCT02770014,Rapid Plasma Genotyping For Early Initiation Of Erlotinib In EGFR Mutant Lung Cancer,https://clinicaltrials.gov/study/NCT02770014,TERMINATED,YES,Epidermal Growth Factor Receptor|Non-Small Cell Lung Cancer,DRUG: Erlotinib,PHASE2,OTHER,INTERVENTIONAL,10/8/2019
NCT01395914,Anamorelin HCl in the Treatment of Non-Small Cell Lung Cancer-Cachexia (NSCLC-C): An Extension Study (ROMANA 3),https://clinicaltrials.gov/study/NCT01395914,COMPLETED,YES,Cachexia|Non-Small Cell Lung Cancer,DRUG: Anamorelin HCl|DRUG: Placebo,PHASE3,INDUSTRY,INTERVENTIONAL,3/15/2017
NCT01261507,Reader Study of DeltaView™ Chest Radiograph Software,https://clinicaltrials.gov/study/NCT01261507,COMPLETED,YES,Lung Neoplasm,,,OTHER,OBSERVATIONAL,4/5/2013
NCT00066222,"Cisplatin, Etoposide, and Radiation Therapy in Treating Patients With Limited-Stage Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT00066222,COMPLETED,YES,Lung Cancer,DRUG: Cisplatin|DRUG: Etoposide|RADIATION: Radiation therapy,PHASE2,NETWORK,INTERVENTIONAL,12/10/2014
NCT02197247,"Study to Assess the Effect of Rifampicin on Blood Levels and Safety of AZD9291, in Patients With EGFRm+ NSCLC",https://clinicaltrials.gov/study/NCT02197247,COMPLETED,YES,Non Small Cell Lung Cancer,PROCEDURE: Pharmacokinetic sampling - AZD9291|DRUG: Rifampicin|DRUG: AZD9291 tablet dosing|PROCEDURE: Pharmacokinetic sampling - rifampicin|PROCEDURE: Pharmacokinetic sampling - AZ5140 and AZ7550,PHASE1,INDUSTRY,INTERVENTIONAL,5/24/2016
NCT01649947,Modulation of Autophagy in Patients With Advanced/Recurrent Non-small Cell Lung Cancer - Phase II,https://clinicaltrials.gov/study/NCT01649947,COMPLETED,YES,Non-small Cell Lung Cancer|Advanced Non-small Cell Lung Cancer|Recurrent Non-small Cell Lung Cancer,DRUG: Paclitaxel|DRUG: Carboplatin|DRUG: Hydroxychloroquine|DRUG: Bevacizumab,PHASE2,OTHER,INTERVENTIONAL,4/11/2017
NCT00794547,Phase I/II Calcitriol in Lung Cancer,https://clinicaltrials.gov/study/NCT00794547,TERMINATED,YES,Non Small Cell Lung Cancer,DRUG: Calcitriol|DRUG: Calcitriol,PHASE1|PHASE2,OTHER,INTERVENTIONAL,3/31/2014
NCT03056300,"A Prospective, Multi-Center Evaluation of a Powered Vascular Stapler in Video-Assisted Thoracoscopic Lobectomies",https://clinicaltrials.gov/study/NCT03056300,COMPLETED,YES,Non-Small Cell Lung Cancer,DEVICE: Video-Assisted Thoracoscopic Lobectomy with powered vascular stapler,NA,INDUSTRY,INTERVENTIONAL,6/1/2018
NCT03302247,Depletion of Myeloid Derived Suppressor Cells to Enhance Anti PD-1 Therapy,https://clinicaltrials.gov/study/NCT03302247,TERMINATED,YES,Non Small Cell Lung Cancer Stage IIIB,BIOLOGICAL: Nivolumab|DRUG: Nivolumab+Gemcitabine,PHASE2,OTHER,INTERVENTIONAL,8/12/2020
NCT00365547,Topotecan and Bevacizumab in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer That Did Not Respond to Previous Systemic Chemotherapy,https://clinicaltrials.gov/study/NCT00365547,COMPLETED,YES,Lung Cancer,BIOLOGICAL: bevacizumab|DRUG: topotecan hydrochloride,PHASE2,OTHER,INTERVENTIONAL,5/15/2012
